Company,TypeName,Inches,Ram,Gpu,OpSys,Weight,Price,HDD,SSD,Touchscreen,IPS,X_res,Y_res,ppi,Cpu brand
Toshiba,Notebook,15.6,8,Intel HD Graphics 620,Windows,2.0,10.651384247866982,0,128,0,0,1366,768,100.45466986113651,Intel Core i5
Xiaomi,Notebook,15.6,8,Nvidia GeForce MX150,Others/No OS/Linux,1.95,11.064804181259648,0,256,0,1,1920,1080,141.21199808219862,Intel Core i5
Dell,Notebook,17.3,16,Nvidia GeForce 150MX,Windows,2.77,11.320925866649002,0,512,1,0,1920,1080,127.33567457123111,Intel Core i7
Dell,Notebook,15.6,16,Nvidia GeForce GTX 1050,Windows,2.06,11.757534260666517,0,512,1,0,3840,2160,282.42399616439724,Intel Core i7
Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1050,Others/No OS/Linux,2.4,10.633572072102883,0,256,0,1,1920,1080,141.21199808219862,Intel Core i5
Acer,Ultrabook,13.3,8,Intel HD Graphics 615,Windows,1.12,10.872255357854845,0,256,0,1,1920,1080,165.6321180513006,Intel Core i5
Dell,Notebook,17.3,8,AMD Radeon 530,Windows,2.8,10.964896292206694,1,128,0,0,1920,1080,127.33567457123111,Intel Core i7
Lenovo,2 in 1 Convertible,14.0,16,Intel HD Graphics 620,Windows,1.42,11.921470624845266,0,1,1,0,2560,1440,209.8006828649808,Intel Core i7
Vero,Notebook,14.0,4,Intel HD Graphics 500,Windows,1.3,9.536242657247662,0,32,0,1,1920,1080,157.3505121487356,Other Intel Processor
Xiaomi,Ultrabook,13.3,8,Nvidia GeForce MX150,Others/No OS/Linux,1.3,10.883216300213938,0,256,0,1,1920,1080,165.6321180513006,Intel Core i5
Lenovo,Notebook,17.3,8,Nvidia GeForce MX150,Others/No OS/Linux,2.8,10.523780128994506,0,256,0,0,1600,900,106.11306214269258,Intel Core i5
Dell,2 in 1 Convertible,13.3,8,Intel UHD Graphics 620,Windows,1.62,10.70777173269934,1,0,1,1,1920,1080,165.6321180513006,Intel Core i7
HP,Notebook,17.3,8,Nvidia GeForce 930MX,Windows,2.5,10.793391597686284,1,0,0,1,1920,1080,127.33567457123111,Intel Core i5
Razer,Gaming,17.3,32,Nvidia GeForce GTX 1080,Windows,3.49,12.69144112852859,0,1,1,0,3840,2160,254.67134914246222,Intel Core i7
HP,Notebook,13.3,8,Intel UHD Graphics 620,Windows,1.49,10.841452101115571,0,512,0,0,1920,1080,165.6321180513006,Intel Core i5
HP,Gaming,17.3,16,Nvidia GeForce GTX 1050,Windows,3.35,11.204674904025435,1,256,0,1,1920,1080,127.33567457123111,Intel Core i7
HP,Notebook,17.3,8,Nvidia GeForce 930MX ,Windows,2.5,10.927333190631044,0,256,0,0,1920,1080,127.33567457123111,Intel Core i7
Dell,Gaming,15.6,16,Nvidia GeForce GTX 1060,Windows,2.65,11.495795582706762,1,512,0,1,3840,2160,282.42399616439724,Intel Core i7
Lenovo,Notebook,15.6,4,Intel HD Graphics 520,Windows,2.1,10.176070200274824,0,128,0,0,1366,768,100.45466986113651,Intel Core i5
Acer,Notebook,15.6,8,Nvidia GeForce 940MX,Windows,2.23,10.584910269399515,1,0,0,0,1920,1080,141.21199808219862,Intel Core i7
Lenovo,Gaming,15.6,16,Nvidia GeForce GTX 1060,Windows,3.2,11.442360501250736,1,512,0,1,1920,1080,141.21199808219862,Intel Core i7
Dell,Workstation,15.6,16,Nvidia Quadro M1200,Windows,2.8,12.000095897837829,1,256,0,0,3840,2160,282.42399616439724,Other Intel Processor
Lenovo,Gaming,15.6,16,Nvidia GeForce GTX 1060,Others/No OS/Linux,2.4,11.21835894902589,0,512,0,0,1920,1080,141.21199808219862,Intel Core i7
Dell,Notebook,15.6,6,Intel HD Graphics 620,Windows,2.3,10.060060439307305,1,0,1,0,1366,768,100.45466986113651,Intel Core i3
Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows,1.21,11.550632725739694,0,256,1,1,3840,2160,331.2642361026012,Intel Core i7
Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows,1.2,11.254189968552817,0,256,0,0,1920,1080,165.6321180513006,Intel Core i7
Lenovo,Notebook,15.6,8,Intel HD Graphics 620,Windows,2.2,10.367478139624735,0,256,0,0,1366,768,100.45466986113651,Intel Core i5
Acer,Notebook,15.6,8,Nvidia GeForce GTX 1050,Others/No OS/Linux,2.4,10.633572072102883,1,0,0,0,1920,1080,141.21199808219862,Intel Core i7
Asus,Gaming,17.3,16,Nvidia GeForce GTX 1050,Windows,2.9,11.224776083346523,1,256,0,0,1920,1080,127.33567457123111,Intel Core i7
HP,Notebook,15.6,4,Intel HD Graphics 520,Others/No OS/Linux,2.1,9.83063294843456,500,0,0,0,1920,1080,141.21199808219862,Intel Core i3
Lenovo,Notebook,15.6,8,Intel HD Graphics 620,Others/No OS/Linux,2.2,10.283659467741664,0,256,0,0,1920,1080,141.21199808219862,Intel Core i5
Huawei,Ultrabook,13.0,8,Intel HD Graphics 620,Windows,1.05,11.288114524334732,0,512,0,1,2160,1440,199.69207064108247,Intel Core i7
Dell,Ultrabook,13.3,8,AMD Radeon 530,Windows,1.4,10.812765077263235,0,256,0,1,1920,1080,165.6321180513006,Intel Core i7
Lenovo,Notebook,17.3,8,Nvidia GeForce GTX 940MX,Others/No OS/Linux,2.8,10.353987209883721,1,0,0,0,1600,900,106.11306214269258,Intel Core i5
HP,Notebook,14.0,8,Nvidia GeForce 930MX,Windows,1.63,10.913845510249093,0,256,0,0,1920,1080,157.3505121487356,Intel Core i7
Dell,Ultrabook,14.0,8,Intel UHD Graphics 620,Windows,1.6,11.02220830408089,0,256,0,0,1920,1080,157.3505121487356,Intel Core i5
Dell,2 in 1 Convertible,13.3,16,Intel UHD Graphics 620,Windows,1.62,11.129394827810977,0,512,1,0,1920,1080,165.6321180513006,Intel Core i7
Dell,Notebook,15.6,8,AMD Radeon 520,Others/No OS/Linux,2.2,10.493749152258879,0,256,0,0,1920,1080,141.21199808219862,Intel Core i5
Lenovo,2 in 1 Convertible,14.0,8,Intel UHD Graphics 620,Windows,1.74,10.776844060703754,0,256,0,1,1920,1080,157.3505121487356,Intel Core i5
Toshiba,Ultrabook,13.3,8,Intel HD Graphics 520,Windows,1.2,11.193004457928666,0,256,0,0,1920,1080,165.6321180513006,Intel Core i7
HP,Notebook,15.6,8,Intel UHD Graphics 620,Windows,2.1,10.65264448747927,1,0,0,0,1920,1080,141.21199808219862,Intel Core i5
Dell,Gaming,17.3,16,Nvidia GeForce GTX 1060,Windows,4.42,11.781988742399806,1,256,0,1,1920,1080,127.33567457123111,Intel Core i7
Acer,Notebook,15.6,8,Nvidia GeForce 940MX,Windows,2.2,10.699393467053342,0,256,0,0,1920,1080,141.21199808219862,Intel Core i7
Dell,Notebook,15.6,16,AMD Radeon R7 M445,Windows,2.3,10.731341589592168,1,0,1,0,1920,1080,141.21199808219862,Intel Core i7
Asus,Notebook,15.6,8,Nvidia GeForce 920MX ,Windows,2.0,10.620651995737777,0,256,0,0,1920,1080,141.21199808219862,Intel Core i5
Asus,Notebook,17.3,8,Nvidia GeForce GTX 950M,Windows,2.69,10.767905453702943,500,256,0,0,1920,1080,127.33567457123111,Intel Core i5
HP,Notebook,15.6,8,AMD FirePro W4190M ,Windows,1.9,11.121545493946522,1,0,0,0,1920,1080,141.21199808219862,Intel Core i7
Asus,Notebook,15.6,4,Intel HD Graphics 620,Windows,2.37,9.964497380151283,1,0,0,0,1366,768,100.45466986113651,Intel Core i3
HP,Notebook,15.6,4,AMD Radeon R2,Windows,2.1,9.77465368069266,500,0,0,0,1366,768,100.45466986113651,AMD Processor
Lenovo,Gaming,15.6,16,Nvidia GeForce GTX 1060,Windows,3.2,11.288114524334732,1,256,0,1,1920,1080,141.21199808219862,Intel Core i7
Dell,Notebook,14.0,8,Intel HD Graphics 620,Windows,1.6,10.73132994821639,0,256,0,0,1920,1080,157.3505121487356,Intel Core i5
Acer,2 in 1 Convertible,13.3,8,Intel HD Graphics 520,Windows,1.6,10.510802297245792,0,256,1,1,1920,1080,165.6321180513006,Intel Core i5
Dell,Notebook,15.6,16,AMD Radeon R7 M445,Others/No OS/Linux,2.36,10.776844060703754,0,256,0,0,1920,1080,141.21199808219862,Intel Core i7
Acer,Notebook,15.6,4,Intel HD Graphics 520,Others/No OS/Linux,2.1,9.941707765355826,1,0,0,0,1366,768,100.45466986113651,Intel Core i3
Asus,Notebook,15.6,4,AMD Radeon R5 M430,Windows,2.2,10.329931067029484,1,128,0,0,1920,1080,141.21199808219862,AMD Processor
Asus,Gaming,17.3,32,Nvidia GeForce GTX 1080,Windows,4.7,12.241725462844625,1,512,0,0,1920,1080,127.33567457123111,Intel Core i7
Acer,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,2.5,10.716080385838357,0,256,0,1,1920,1080,141.21199808219862,Intel Core i5
Lenovo,Notebook,15.6,8,Intel HD Graphics 520,Windows,2.2,10.353987209883721,0,128,0,0,1366,768,100.45466986113651,Intel Core i3
Asus,Notebook,17.3,8,Nvidia GeForce 150MX,Windows,2.1,11.018720942220474,1,128,0,0,1920,1080,127.33567457123111,Intel Core i7
Asus,Notebook,17.3,8,Nvidia GeForce GTX 950M,Others/No OS/Linux,2.69,10.765658261746038,1,128,0,0,1920,1080,127.33567457123111,Intel Core i7
Dell,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,2.56,10.754345923917311,0,256,0,0,1920,1080,141.21199808219862,Intel Core i5
Lenovo,2 in 1 Convertible,13.9,8,Intel HD Graphics 620,Windows,1.38,10.959350991490268,0,256,1,1,1920,1080,158.48253022174808,Intel Core i7
Dell,Notebook,15.6,8,AMD Radeon 530,Windows,2.2,10.868202667404223,2,128,0,0,1920,1080,141.21199808219862,Intel Core i7
HP,Notebook,15.6,8,Intel HD Graphics 620,Windows,2.04,10.301710499387234,1,0,1,0,1366,768,100.45466986113651,Intel Core i5
Asus,Gaming,17.3,16,Nvidia GeForce GTX 1080,Windows,3.6,11.981595204981144,0,256,0,0,1920,1080,127.33567457123111,Intel Core i7
HP,Notebook,13.3,4,Intel UHD Graphics 620,Windows,1.49,10.490273717104664,500,0,0,1,1920,1080,165.6321180513006,Intel Core i5
Apple,Ultrabook,13.3,8,Intel Iris Plus Graphics 650,macOS,1.37,11.596266113070396,0,512,0,1,2560,1600,226.98300468106115,Intel Core i5
Dell,2 in 1 Convertible,15.6,8,Intel UHD Graphics 620,Windows,2.08,10.683645110085203,1,0,1,1,1920,1080,141.21199808219862,Intel Core i7
Asus,Gaming,17.3,16,Nvidia GeForce GTX 980M,Windows,4.3,11.470547260182666,1,256,0,0,1920,1080,127.33567457123111,Intel Core i7
Asus,Notebook,15.6,4,AMD Radeon R5 M420,Windows,1.68,10.126163794678414,1,0,0,0,1366,768,100.45466986113651,AMD Processor
Lenovo,2 in 1 Convertible,13.9,8,Intel UHD Graphics 620,Windows,1.37,11.49796125761926,0,512,1,1,1920,1080,158.48253022174808,Intel Core i7
Acer,Notebook,17.3,4,Nvidia GeForce MX130,Windows,3.0,10.529494430257945,0,256,0,1,1920,1080,127.33567457123111,Intel Core i3
Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows,1.41,10.830969824842061,0,256,0,0,1920,1080,165.6321180513006,Intel Core i5
HP,Notebook,15.6,8,AMD Radeon R4 Graphics,Windows,1.91,10.075655737865565,0,128,0,0,1366,768,100.45466986113651,AMD Processor
HP,Notebook,17.3,16,Nvidia GeForce MX150,Windows,2.9,10.94064137183354,1,0,0,1,1920,1080,127.33567457123111,Intel Core i7
MSI,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows,4.14,11.799206957067087,1,512,0,0,1920,1080,127.33567457123111,Intel Core i7
Lenovo,2 in 1 Convertible,15.6,8,Nvidia GeForce GTX 1050M,Windows,2.0,11.413356147904066,0,512,1,1,1920,1080,141.21199808219862,Intel Core i7
Dell,Notebook,17.3,8,AMD Radeon 530,Windows,2.8,11.016097416448089,1,128,0,0,1920,1080,127.33567457123111,Intel Core i7
Lenovo,Notebook,15.6,4,Intel HD Graphics 520,Others/No OS/Linux,2.2,10.07138558866436,0,256,0,0,1920,1080,141.21199808219862,Intel Core i3
HP,Notebook,15.6,4,Intel HD Graphics 620,Windows,2.1,10.55758616512496,500,0,0,1,1920,1080,141.21199808219862,Intel Core i5
Dell,Notebook,15.6,4,Intel HD Graphics 620,Windows,2.18,10.463245044716745,1,0,0,0,1920,1080,141.21199808219862,Intel Core i5
Dell,Notebook,15.6,8,AMD Radeon R5 M430,Windows,2.24,10.312386757378574,1,0,0,0,1920,1080,141.21199808219862,Intel Core i5
Dell,2 in 1 Convertible,15.6,8,Intel UHD Graphics 620,Windows,2.67,10.658921971998408,0,256,1,0,1920,1080,141.21199808219862,Intel Core i5
Asus,2 in 1 Convertible,13.3,8,Intel UHD Graphics 620,Windows,1.1,11.288114524334732,0,1024,1,0,1920,1080,165.6321180513006,Intel Core i7
Lenovo,Notebook,15.6,4,Intel HD Graphics 620,Others/No OS/Linux,2.2,10.121890283901031,1,0,0,0,1920,1080,141.21199808219862,Intel Core i5
HP,Notebook,17.3,8,Nvidia GeForce 930MX ,Windows,2.5,10.901156223342602,1,0,0,0,1920,1080,127.33567457123111,Intel Core i7
Lenovo,Notebook,15.6,8,Intel UHD Graphics 620,Windows,2.05,10.755482933704386,0,256,0,0,1920,1080,141.21199808219862,Intel Core i7
Apple,Ultrabook,13.3,8,Intel Iris Graphics 550,macOS,1.37,11.555699396421488,0,512,0,1,2560,1600,226.98300468106115,Intel Core i5
Asus,Gaming,17.3,16,AMD Radeon RX 580,Windows,3.2,11.320925866649002,1,256,0,0,1920,1080,127.33567457123111,AMD Processor
Dell,Notebook,15.6,8,AMD Radeon 520,Others/No OS/Linux,2.14,10.57552675900535,0,256,0,0,1920,1080,141.21199808219862,Intel Core i7
Lenovo,2 in 1 Convertible,14.0,16,Intel HD Graphics 520,Windows,1.36,11.799206957067087,0,512,1,0,2560,1440,209.8006828649808,Intel Core i7
Toshiba,Notebook,15.6,8,Nvidia GeForce 930M,Windows,2.2,10.675061366393813,500,0,0,0,1366,768,100.45466986113651,Intel Core i7
Dell,Notebook,15.6,12,Intel HD Graphics 620,Windows,2.3,10.545140618545503,1,0,0,0,1366,768,100.45466986113651,Intel Core i7
Dell,Notebook,17.3,8,AMD Radeon 530,Others/No OS/Linux,2.8,10.977716980635755,1,128,0,0,1920,1080,127.33567457123111,Intel Core i7
Acer,Notebook,15.6,8,Nvidia GeForce MX130,Windows,2.2,10.588945244611693,1,0,0,1,1920,1080,141.21199808219862,Intel Core i7
Lenovo,Notebook,17.3,4,Intel HD Graphics 520,Windows,2.8,10.167923515707006,1,0,0,0,1600,900,106.11306214269258,Intel Core i3
Lenovo,Notebook,17.3,8,Nvidia GeForce MX150,Others/No OS/Linux,2.8,10.71962021254348,2,0,0,0,1920,1080,127.33567457123111,Intel Core i7
Lenovo,Notebook,17.3,6,Nvidia GeForce 940MX,Windows,2.8,10.73132994821639,1,128,0,0,1600,900,106.11306214269258,Intel Core i7
Dell,Notebook,15.6,4,AMD Radeon R5 M430,Others/No OS/Linux,2.25,10.034684221813931,1,0,0,0,1920,1080,141.21199808219862,Intel Core i3
Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,2.5,10.695781181367428,0,256,0,1,1920,1080,141.21199808219862,Intel Core i5
Lenovo,Notebook,15.6,6,Intel HD Graphics 620,Windows,2.2,10.336863503805128,0,256,0,0,1920,1080,141.21199808219862,Intel Core i5
Acer,Notebook,15.6,8,Nvidia GeForce MX150,Windows,3.0,10.833075088777523,0,256,0,1,1920,1080,141.21199808219862,Intel Core i7
Acer,Notebook,15.6,12,Intel HD Graphics 620,Windows,2.15,10.46628456073464,1,0,1,1,1920,1080,141.21199808219862,Intel Core i7
Lenovo,Notebook,15.6,8,Intel HD Graphics 630,Windows,1.95,10.975895486507364,0,256,0,1,1920,1080,141.21199808219862,Intel Core i7
Asus,Ultrabook,15.6,8,Nvidia GeForce 940MX,Windows,1.7,10.860047678274917,0,256,0,0,1920,1080,141.21199808219862,Intel Core i5
Lenovo,Gaming,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows,2.5,11.047982926769505,1,256,0,1,1920,1080,141.21199808219862,Intel Core i7
Lenovo,Notebook,15.6,8,Nvidia GeForce 940MX,Others/No OS/Linux,2.2,10.466299735126338,1,0,0,0,1920,1080,141.21199808219862,Intel Core i7
Acer,Notebook,15.6,2,Intel HD Graphics,Others/No OS/Linux,2.19,9.268865850956626,0,16,0,0,1366,768,100.45466986113651,Other Intel Processor
Asus,Gaming,17.3,8,Nvidia GeForce GTX 1050,Windows,3.0,11.054745420841801,1,0,0,0,1920,1080,127.33567457123111,Intel Core i7
HP,Notebook,17.3,8,Intel HD Graphics 520,Windows,2.54,10.167923515707006,1,0,0,0,1600,900,106.11306214269258,Intel Core i3
Dell,Notebook,15.6,8,Nvidia GeForce GTX 1050,Windows,2.0,11.487085674623,0,256,0,0,1920,1080,141.21199808219862,Intel Core i7
Lenovo,Notebook,15.6,8,Intel UHD Graphics 620,Windows,2.05,10.580858947180335,0,256,0,0,1920,1080,141.21199808219862,Intel Core i5
Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1060,Windows,3.2,11.144911042902732,1,0,0,1,1920,1080,141.21199808219862,Intel Core i7
Acer,Notebook,15.6,8,Nvidia GeForce GTX 1050 Ti,Others/No OS/Linux,2.5,10.862092668762644,0,256,0,0,1920,1080,141.21199808219862,Intel Core i7
Dell,Workstation,17.3,16,Nvidia Quadro M1200,Windows,3.42,11.942792677133783,0,256,0,0,1920,1080,127.33567457123111,Intel Core i7
Lenovo,Notebook,15.6,6,AMD Radeon R5 430,Windows,2.4,10.188167121983652,1,0,0,0,1920,1080,141.21199808219862,AMD Processor
Asus,Ultrabook,15.6,16,Nvidia GeForce 940MX,Windows,1.63,11.267217235406594,0,512,0,0,1920,1080,141.21199808219862,Intel Core i7
Asus,Notebook,14.0,4,Intel HD Graphics 620,Windows,1.3,10.208009042782656,0,128,0,0,1366,768,111.93520355955211,Intel Core i3
Asus,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows,2.9,11.635675345406062,1,256,0,0,1920,1080,127.33567457123111,Intel Core i7
Lenovo,Notebook,17.3,6,Nvidia GeForce GTX 940M,Windows,2.8,10.450993742936223,1,0,0,0,1600,900,106.11306214269258,Intel Core i5
Lenovo,Notebook,15.6,8,Nvidia GeForce 940MX,Others/No OS/Linux,2.2,10.283659467741664,2,0,0,0,1366,768,100.45466986113651,Intel Core i5
Asus,Gaming,15.6,8,Nvidia GeForce GTX 1050 Ti,Windows,2.5,11.118388427393754,1,128,0,0,1920,1080,141.21199808219862,Intel Core i7
Lenovo,Notebook,15.6,4,Intel HD Graphics 505,Others/No OS/Linux,2.2,9.861637279518702,1,0,0,0,1366,768,100.45466986113651,Other Intel Processor
HP,2 in 1 Convertible,13.3,16,Intel HD Graphics 620,Windows,1.28,11.563884703567355,0,256,1,0,1920,1080,165.6321180513006,Intel Core i7
Toshiba,Notebook,15.6,8,Nvidia GeForce 930M,Windows,2.2,10.925417481232905,0,256,0,1,1920,1080,141.21199808219862,Intel Core i7
Lenovo,Notebook,15.6,8,Nvidia GeForce 940MX,Windows,2.3,10.683645110085203,1,128,0,0,1920,1080,141.21199808219862,Intel Core i5
HP,Notebook,15.6,4,Intel HD Graphics 520,Windows,1.86,10.126163794678414,1,0,0,0,1920,1080,141.21199808219862,Intel Core i3
Lenovo,Notebook,13.3,8,Intel HD Graphics 620,Windows,1.1,10.882315804880687,0,256,0,1,1920,1080,165.6321180513006,Intel Core i5
Dell,Ultrabook,13.3,16,Intel UHD Graphics 620,Windows,1.21,11.799206957067087,0,1,1,1,3840,2160,331.2642361026012,Intel Core i7
MSI,Gaming,15.6,16,Nvidia GeForce GTX 1070,Windows,2.8,11.624777346052767,1,256,0,1,1920,1080,141.21199808219862,Intel Core i7
Acer,Notebook,15.6,8,AMD Radeon R5,Windows,2.23,10.126163794678414,0,256,0,0,1920,1080,141.21199808219862,AMD Processor
Asus,2 in 1 Convertible,11.6,2,Intel HD Graphics 500,Windows,1.1,9.592332123898705,0,32,1,0,1366,768,135.0942111925629,Other Intel Processor
Dell,Notebook,15.6,8,AMD Radeon 530,Windows,2.33,10.71371352082809,1,128,0,0,1920,1080,141.21199808219862,Intel Core i5
HP,2 in 1 Convertible,13.3,16,Intel UHD Graphics 620,Windows,1.29,11.778996083184301,0,1,1,1,3840,2160,331.2642361026012,Intel Core i7
Lenovo,Notebook,13.3,4,Intel HD Graphics 510,Others/No OS/Linux,1.45,10.106570100778011,0,16,0,0,1366,768,117.82653006268643,Other Intel Processor
HP,Notebook,14.0,8,Intel HD Graphics 620,Windows,1.95,10.863113597896751,0,256,0,0,1920,1080,157.3505121487356,Intel Core i5
Acer,Notebook,11.6,4,Intel HD Graphics 405,Windows,1.4,10.159709917169616,0,128,0,0,1366,768,135.0942111925629,Other Intel Processor
HP,Notebook,14.0,8,Intel HD Graphics 620,Windows,1.48,11.13950771057468,0,256,0,0,1920,1080,157.3505121487356,Intel Core i7
Lenovo,Notebook,17.3,4,Nvidia GeForce 920MX,Windows,2.79,10.353987209883721,1,0,0,0,1600,900,106.11306214269258,Intel Core i5
Asus,Notebook,14.0,8,Intel HD Graphics 620,Windows,2.0,10.97315700921406,0,256,0,0,1920,1080,157.3505121487356,Intel Core i7
HP,Notebook,15.6,8,Intel UHD Graphics 620,Windows,2.1,10.780175546294757,1,0,0,1,1366,768,100.45466986113651,Intel Core i7
Acer,Notebook,15.6,8,AMD Radeon RX 540,Windows,2.2,10.46628456073464,0,256,0,0,1366,768,100.45466986113651,AMD Processor
Lenovo,Notebook,14.0,4,Intel HD Graphics 500,Windows,1.44,9.652314828500415,0,32,0,0,1366,768,111.93520355955211,Other Intel Processor
Acer,Notebook,15.6,6,Intel HD Graphics 620,Windows,2.23,10.283659467741664,1,0,0,0,1366,768,100.45466986113651,Intel Core i5
Asus,Ultrabook,15.6,8,Nvidia GeForce 940MX,Windows,1.7,10.93201122675303,0,256,0,0,1920,1080,141.21199808219862,Intel Core i7
HP,Ultrabook,12.5,8,Intel HD Graphics 620,Windows,1.26,11.172247597066484,0,256,0,0,1920,1080,176.23257360658386,Intel Core i7
Dell,Notebook,15.6,32,Nvidia GeForce GTX 1050,Windows,2.06,11.853716362735458,0,1,1,0,3840,2160,282.42399616439724,Intel Core i7
MSI,Gaming,17.3,8,Nvidia GeForce GTX 1050 Ti,Windows,2.7,11.064804181259648,1,256,0,0,1920,1080,127.33567457123111,Intel Core i7
Toshiba,Notebook,15.6,8,Intel HD Graphics 620,Windows,2.0,10.82462730886559,0,256,0,1,1920,1080,141.21199808219862,Intel Core i5
Asus,Notebook,14.0,8,Intel HD Graphics 620,Windows,2.0,11.171498252707703,1,256,0,0,1920,1080,157.3505121487356,Intel Core i7
Lenovo,Notebook,15.6,4,Intel HD Graphics 520,Windows,1.85,10.082583913974387,1,0,0,0,1920,1080,141.21199808219862,Intel Core i3
Asus,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,2.5,10.882315804880687,0,256,0,0,1920,1080,141.21199808219862,Intel Core i7
HP,Notebook,14.0,8,Intel HD Graphics 620,Windows,1.48,11.120757161229305,0,256,0,0,1920,1080,157.3505121487356,Intel Core i5
Dell,Ultrabook,15.6,8,Nvidia GeForce 940MX,Windows,1.9,10.931153634628432,1,128,0,1,1920,1080,141.21199808219862,Intel Core i5
HP,Notebook,15.6,8,Intel HD Graphics 620,Windows,1.84,11.017847198171877,0,256,0,0,1920,1080,141.21199808219862,Intel Core i5
Asus,Notebook,15.6,4,Intel HD Graphics 500,Others/No OS/Linux,2.0,9.592295759601168,1,0,0,0,1366,768,100.45466986113651,Other Intel Processor
Dell,Notebook,15.6,8,Nvidia GeForce 940MX,Windows,2.0,11.016753943443987,0,256,0,0,1920,1080,141.21199808219862,Intel Core i5
Dell,Notebook,15.6,4,Intel HD Graphics,Others/No OS/Linux,2.2,9.591968421403333,500,0,0,0,1366,768,100.45466986113651,Other Intel Processor
Lenovo,Notebook,15.6,12,AMD Radeon 530,Windows,2.2,10.776844060703754,2,0,0,0,1920,1080,141.21199808219862,AMD Processor
HP,Notebook,15.6,8,Nvidia GeForce 930MX ,Windows,2.1,10.54924119319278,1,0,0,1,1920,1080,141.21199808219862,Intel Core i3
Lenovo,2 in 1 Convertible,13.9,16,Intel UHD Graphics 620,Windows,1.4,11.624777346052767,0,512,1,1,3840,2160,316.96506044349616,Intel Core i7
Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows,1.2,11.340108040487776,0,256,0,0,1920,1080,165.6321180513006,Intel Core i7
Lenovo,Gaming,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows,2.4,11.004648590381796,2,256,0,1,1920,1080,141.21199808219862,Intel Core i7
HP,Notebook,14.0,2,Intel HD Graphics 400,Windows,1.44,9.606772808053499,0,32,0,0,1366,768,111.93520355955211,Other Intel Processor
Dell,Ultrabook,15.6,16,Intel UHD Graphics 620,Windows,1.88,11.358282600039752,0,768,0,0,1920,1080,141.21199808219862,Intel Core i7
Asus,2 in 1 Convertible,11.6,4,Intel HD Graphics 500,Windows,1.5,9.902487052202545,0,32,1,0,1366,768,135.0942111925629,Other Intel Processor
Dell,Ultrabook,15.6,8,AMD Radeon 530,Windows,1.9,10.472336016417996,1,0,0,0,1920,1080,141.21199808219862,Intel Core i5
Dell,Notebook,15.6,16,Nvidia GeForce GTX 1050,Windows,2.06,11.590080353983309,0,512,1,0,3840,2160,282.42399616439724,Intel Core i7
HP,Notebook,15.6,8,Intel HD Graphics 620,Windows,1.84,11.148752768718731,0,256,0,0,1920,1080,141.21199808219862,Intel Core i7
MSI,Gaming,17.3,8,Nvidia GeForce GTX 1060,Windows,2.7,11.226196538130814,1,128,0,0,1920,1080,127.33567457123111,Intel Core i7
HP,Workstation,15.6,8,Nvidia Quadro M1200,Windows,2.6,11.436206670969893,0,256,0,0,1920,1080,141.21199808219862,Intel Core i7
Toshiba,Notebook,15.6,16,Nvidia GeForce 930M,Windows,2.4,11.221929106334594,0,512,0,1,1920,1080,141.21199808219862,Intel Core i7
Dell,Notebook,15.6,8,AMD Radeon 530,Windows,2.02,10.853784502608233,2,128,0,0,1920,1080,141.21199808219862,Intel Core i7
Lenovo,Notebook,15.6,4,Intel HD Graphics 500,Others/No OS/Linux,2.2,9.750081515393676,1,0,0,0,1366,768,100.45466986113651,Other Intel Processor
Dell,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,2.65,10.882315804880687,1,0,0,0,1920,1080,141.21199808219862,Intel Core i5
Dell,Notebook,15.6,8,Intel HD Graphics 620,Windows,2.36,10.298790318518323,2,0,1,0,1366,768,100.45466986113651,Intel Core i5
Dell,Notebook,14.0,8,Intel HD Graphics 620,Windows,1.36,11.23889064370897,0,256,0,0,1920,1080,157.3505121487356,Intel Core i5
HP,Notebook,15.6,4,Intel HD Graphics 520,Windows,1.86,10.060060439307305,500,0,0,0,1366,768,100.45466986113651,Intel Core i3
Asus,Notebook,14.0,8,Intel HD Graphics 620,Windows,2.0,10.826745953725876,0,256,0,0,1920,1080,157.3505121487356,Intel Core i5
Lenovo,Notebook,17.3,6,Nvidia GeForce GTX 940MX,Windows,2.8,10.55342238395318,1,128,0,0,1600,900,106.11306214269258,Intel Core i5
HP,Notebook,15.6,8,Intel HD Graphics 620,Windows,1.86,10.435465480609668,1,0,0,0,1920,1080,141.21199808219862,Intel Core i5
Lenovo,Notebook,15.6,8,Nvidia GeForce 920MX ,Others/No OS/Linux,2.2,10.188167121983652,0,256,0,0,1366,768,100.45466986113651,Intel Core i3
